,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order Code,Order Date,Customer Name ,Address,City,State,Customer Type,Medical Sales Reprensentative,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Shipping Date,Cost_Price,Retal_Price,Profit_Margin3,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Sub-Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686-1,10/15/2021,Sandeep Mehta,"Pinewood Boulevard, Building D, close to Oak Gardens",Mumbai,Maharashtra,Consumer,Neha Gupta,Low,Bone saws  ,Consumables,Jumbo Pack,Regular Air,10/27/2021,3.48,$5.43,1.95,11,$38.28,0%,$0.00,$38.28,$0.95,$39.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7687-1,11/1/2021,Sanjana Yadav,"Redwood Grove Drive, Building C, near Riverfront Park",Kolkata,Kolkata,Small Business,Neha Gupta,Low,Hemostats  ,Pharmaceuticals,Small pack,Regular Air,11/25/2021,2.39,$4.26,1.87,47,$112.33,7%,$7.86,$104.47,$1.20,$105.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688-1,11/1/2021,Sanjay Kumar,"Cedar Lane, Building F, next to Pinecrest Park",Delhi,Delhi,Small Business,Neha Gupta,Low,Surgical staplers  ,Consumables,Small pack,Regular Air,12/12/2021,1.3,$2.88,1.58,17,$22.10,9%,$1.99,$20.11,$1.01,$21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689-1,12/16/2021,Sanya Patel,"Willowbrook Parkway, Building B, near Sunset Ridge",Kolkata,Kolkata,Home Office,Aarav Patel,Critical,Electrocautery pens  ,Pharmaceuticals,Small pack,Express Air,1/3/2022,6.39,$19.98,13.59,18,$115.02,4%,$4.60,$110.42,$4.00,$114.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7690-1,12/16/2021,Sarbjeet Rathi,"Oak Meadow Road, Building E, near Crystal Springs",Delhi,Delhi,Home Office,Aarav Patel,Critical,IV bags  ,Medical equipment,Small pack,Regular Air,1/5/2022,14.95,$34.76,19.81,46,$687.70,9%,$61.89,$625.81,$8.22,$634.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7691-1,12/31/2021,Shalini Yadav,"Pinehill Street, Building C, near Riverbank Plaza",Mumbai,Maharashtra,Home Office,Simran Bansal,High,Catheters  ,Consumables,Medium pack,Regular Air,2/5/2022,4.53,$7.30,2.77,38,$172.14,5%,$8.61,$163.53,$7.72,$171.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7692-1,12/31/2021,Shivani Sharma,"Maple Valley Road, Building D, by Willow Heights",Mumbai,Maharashtra,Home Office,Simran Bansal,Medium,Syringes  ,Pharmaceuticals,Large Pack,Regular Air,1/1/2022,2.29,$3.69,1.4,41,$93.89,1%,$0.94,$92.95,$0.50,$93.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7693-1,12/31/2021,Shivendra Patel,"Rivercrest Lane, Building E, near Sunset Falls",Kolkata,Kolkata,Home Office,Simran Bansal,High,Hypodermic needles  ,Pharmaceuticals,Jumbo Pack,Express Air,3/1/2022,4.37,$9.11,4.74,21,$91.77,3%,$2.75,$89.02,$2.25,$91.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7694-1,2/12/2022,Shubham Yadav,"Shady Brook Avenue, Building F, close to Cedar Park",Delhi,Delhi,Small Business,Vikram Sharma,Critical,Adhesive bandages  ,Medical equipment,Large Pack,Regular Air,4/13/2022,5.22,$9.85,4.63,48,$250.56,9%,$22.55,$228.01,$4.82,$232.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7695-1,2/12/2022,Shruti Mehta,"Cedar Ridge Road, Building D, by Golden Ridge",Mumbai,Maharashtra,Small Business,Vikram Sharma,Critical,Gauze pads  ,Pharmaceuticals,Small pack,Regular Air,3/30/2022,1.76,$2.94,1.18,18,$31.68,1%,$0.32,$31.36,$0.81,$32.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7696-1,4/18/2022,Siddhi Yadav,"Oak Springs Boulevard, Building C, near Riverfront",Kolkata,Kolkata,Corporate,Aditi Kapoor,Medium,Medical tapes  ,Pharmaceuticals,Medium pack,Regular Air,5/10/2022,56.16,$136.98,80.82,14,$786.24,0%,$0.00,$786.24,$24.49,$810.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7697-1,4/18/2022,Simran Kumar,"Pineview Avenue, Building F, next to Oakwood Plaza",Delhi,Delhi,Corporate,Aditi Kapoor,Medium,Cotton rolls  ,Medical equipment,Large Pack,Regular Air,4/29/2022,0.93,$1.48,0.55,3,$2.79,10%,$0.28,$2.51,$0.70,$3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7698-1,5/1/2022,Sonia Mehta,"Willow Street, Building B, near Pinehill Park",Mumbai,Maharashtra,Consumer,Neha Gupta,Not Specified,Alcohol swabs  ,Consumables,Jumbo Pack,Regular Air,5/15/2022,1.84,$2.88,1.04,45,$82.80,2%,$1.66,$81.14,$1.49,$82.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7699-1,5/1/2022,Srikant Yadav,"Cedar Grove Avenue, Building E, near Crystal Springs",Kolkata,Kolkata,Consumer,Neha Gupta,Not Specified,Sterile gloves  ,Medical equipment,Small pack,Regular Air,6/24/2022,4.46,$10.89,6.43,39,$173.94,6%,$10.44,$163.50,$4.50,$168.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700-1,5/2/2022,Suman Sharma,"Redwood Drive, Building C, by Oak Meadows",Delhi,Delhi,Home Office,Anjali Mehta,High,Surgical drapes  ,Consumables,Medium pack,Regular Air,5/19/2022,5.5,$12.22,6.72,46,$253.00,6%,$15.18,$237.82,$2.85,$240.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701-1,5/2/2022,Sushant Patel,"Shady Oaks Parkway, Building F, near Willowwood Park",Kolkata,Kolkata,Home Office,Anjali Mehta,High,Face masks  ,Pharmaceuticals,Large Pack,Regular Air,6/14/2022,2.26,$3.58,1.32,8,$18.08,9%,$1.63,$16.45,$5.47,$21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702-1,6/14/2022,Swati Kumar,"Pine Ridge Crescent, Building D, by Crystal Falls",Kolkata,Kolkata,Home Office,Vikram Sharma,Low,PPE kits  ,Consumables,Jumbo Pack,Regular Air,7/24/2022,8.82,$20.99,12.17,2,$17.64,1%,$0.18,$17.46,$4.81,$22.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703-1,6/14/2022,Tanmay Yadav,"River Oaks Road, Building A, next to Maple Hills",Delhi,Delhi,Home Office,Priya Reddy,High,Caps and shoe covers  ,Pharmaceuticals,Jumbo Pack,Regular Air,7/23/2022,32.02,$152.48,120.46,37,"$1,184.74",10%,$118.47,"$1,066.27",$4.00,"$1,070.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704-1,6/14/2022,Tanu Jain,"Willowcreek Boulevard, Building C, near Sunset Meadows",Mumbai,Maharashtra,Home Office,Priya Reddy,High,Thermometers  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/21/2022,20.18,$35.41,15.23,30,$605.40,8%,$48.43,$556.97,$1.99,$558.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705-1,6/14/2022,Tejas Yadav,"Cedarwood Parkway, Building E, by Rivercrest Park",Mumbai,Maharashtra,Home Office,Vikram Sharma,Low,Test tubes  ,Pharmaceuticals,Medium pack,Regular Air,6/22/2022,0.71,$1.14,0.43,31,$22.01,7%,$1.54,$20.47,$0.70,$21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7706-1,6/20/2022,Umesh Kumar,"Pinecrest Boulevard, Building F, near Greenfield Gardens",Kolkata,Kolkata,Consumer,Aarav Patel,Medium,Blood collection bags  ,Medical equipment,Small pack,Express Air,7/13/2022,1.53,$2.78,1.25,47,$71.91,10%,$7.19,$64.72,$1.34,$66.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7707-1,6/20/2022,Vanshika Yadav,"Maplewood Avenue, Building D, opposite Oak Park",Delhi,Delhi,Consumer,Aarav Patel,Medium,Lancets  ,Consumables,Medium pack,Regular Air,7/3/2022,1.6,$2.62,1.02,30,$48.00,5%,$2.40,$45.60,$0.80,$46.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7708-1,8/24/2022,Vasundhara Sharma,"Shady Pine Drive, Building C, near Crystal Ridge",Mumbai,Maharashtra,Home Office,Rohit Singh,Low,Wound dressings  ,Medical equipment,Jumbo Pack,Regular Air,9/9/2022,377.99,$599.99,222,16,"$6,047.84",0%,$0.00,"$6,047.84",$24.49,"$6,072.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7709-1,8/24/2022,Vikas Yadav,"Cedar Falls Lane, Building E, near River Oaks",Mumbai,Maharashtra,Home Office,Rohit Singh,Low,Reagents  ,Consumables,Jumbo Pack,Regular Air,10/17/2022,11.11,$19.84,8.73,39,$433.29,1%,$4.33,$428.96,$4.10,$433.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7710-1,9/18/2022,Vikram Mehta,"Oak Ridge Parkway, Building F, near Golden View",Kolkata,Kolkata,Small Business,Sanjay Joshi,Medium,Culture media  ,Pharmaceuticals,Large Pack,Regular Air,10/29/2022,5.33,$8.60,3.27,2,$10.66,3%,$0.32,$10.34,$6.19,$16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7711-1,9/18/2022,Vinay Patel,"Pinehill Crescent, Building C, by Crystal Park",Delhi,Delhi,Small Business,Sanjay Joshi,Medium,Beakers and flasks  ,Consumables,Jumbo Pack,Regular Air,9/29/2022,67.73,$165.20,97.47,10,$677.30,8%,$54.18,$623.12,$19.99,$643.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7712-1,9/26/2022,Vishal Kumar,"Redwood Lane, Building D, near Oakwood Gardens",Mumbai,Maharashtra,Small Business,Aarav Patel,Medium,Blood analyzers  ,Pharmaceuticals,Small pack,Regular Air,11/12/2022,13.88,$22.38,8.5,34,$471.92,7%,$33.03,$438.89,$15.10,$453.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7713-1,9/26/2022,Vishnu Yadav,"River Valley Road, Building A, opposite Pine Ridge",Kolkata,Kolkata,Small Business,Aarav Patel,Medium,Hand sanitizers  ,Medical equipment,Small pack,Express Air,11/5/2022,14.7,$29.99,15.29,36,$529.20,3%,$15.88,$513.32,$5.50,$518.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7714-1,10/27/2022,Yashika Patel,"Willow Ridge Boulevard, Building E, near Cedar",Delhi,Delhi,Home Office,Anjali Mehta,Medium,Surface disinfectants  ,Consumables,Small pack,Regular Air,12/10/2022,54.52,$100.97,46.45,29,"$1,581.08",5%,$79.05,"$1,502.03",$7.18,"$1,509.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7715-1,10/27/2022,Yogesh Yadav,"Pinewood Road, Building B, near Sunset Hills",Mumbai,Maharashtra,Home Office,Anjali Mehta,Medium,Cleaning mops  ,Pharmaceuticals,Jumbo Pack,Regular Air,11/8/2022,2.59,$3.98,1.39,4,$10.36,9%,$0.93,$9.43,$2.97,$12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7716-1,12/8/2022,Zoya Sharma,"Maple Springs Drive, Building C, by River Glen",Kolkata,Kolkata,Small Business,Karan Iyer,Low,Waste disposal bins  ,Consumables,Jumbo Pack,Regular Air,12/16/2022,4.59,$7.28,2.69,18,$82.62,9%,$7.44,$75.18,$11.15,$86.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7717-1,12/8/2022,Aarushi Yadav,"Shadybrook Avenue, Building E, opposite Maple View",Delhi,Delhi,Small Business,Karan Iyer,Low,Hazardous waste bags  ,Pharmaceuticals,Medium pack,Regular Air,12/11/2022,0.71,$1.14,0.43,28,$19.88,9%,$1.79,$18.09,$0.70,$18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7718-1,2/11/2019,Aayush Mehta,"Redwood Grove Lane, Building F, near Golden Meadow",Mumbai,Maharashtra,Home Office,Anjali Mehta,High,Air purifiers  ,Medical equipment,Small pack,Regular Air,3/23/2019,3.52,$5.58,2.06,29,$102.08,3%,$3.06,$99.02,$2.99,$102.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7719-1,2/11/2019,Abhishek Sharma,"Cedar Ridge Boulevard, Building D, near Pinewood",Kolkata,Kolkata,Home Office,Vikram Sharma,High,UV sterilizers  ,Consumables,Medium pack,Regular Air,3/9/2019,2.39,$4.26,1.87,29,$69.31,3%,$2.08,$67.23,$1.20,$68.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7720-1,2/12/2019,Aditya Mehta,"Willow Springs Road, Building C, near Crystal Falls",Delhi,Delhi,Corporate,Pooja Nair,Critical,First aid kits  ,Pharmaceuticals,Jumbo Pack,Express Air,4/9/2019,2.41,$3.71,1.3,42,$101.22,7%,$7.09,$94.13,$1.93,$96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721-1,2/13/2019,Aftab Yadav,"Sunset Valley Boulevard, Building F, by Oak Grove",Mumbai,Maharashtra,Home Office,Anjali Mehta,High,Emergency blankets  ,Pharmaceuticals,Jumbo Pack,Delivery Truck,4/3/2019,75,$120.97,45.97,6,$450.00,8%,$36.00,$414.00,$26.30,$440.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722-1,2/14/2019,Akansha Gupta,"Pine Oak Road, Building A, near Silver Valley",Kolkata,Kolkata,Consumer,Karan Iyer,Critical,Fire extinguishers  ,Medical equipment,Large Pack,Regular Air,3/12/2019,0.9,$2.10,1.2,17,$15.30,3%,$0.46,$14.84,$0.70,$15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7723-1,2/15/2019,Ankush Yadav,"Maple Leaf Boulevard, Building B, by River Walk",Delhi,Delhi,Home Office,Rohit Singh,Medium,Splints  ,Pharmaceuticals,Jumbo Pack,Regular Air,3/6/2019,1.19,$1.98,0.79,3,$3.57,5%,$0.18,$3.39,$4.77,$8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7724-1,2/17/2019,Anupama Sharma,"Cedarpark Avenue, Building E, near Valley Ridge",Kolkata,Kolkata,Home Office,Anjali Mehta,Low,Trauma bags  ,Pharmaceuticals,Small pack,Regular Air,2/22/2019,1.09,$2.60,1.51,47,$51.23,10%,$5.12,$46.11,$2.40,$48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725-1,2/18/2019,Arvind Mehta,"Willowcrest Road, Building C, opposite Maple Hill",Delhi,Delhi,Corporate,Priya Reddy,Critical,Emergency stretchers  ,Medical equipment,Small pack,Regular Air,3/20/2019,99.39,$162.93,63.54,32,"$3,180.48",9%,$286.24,"$2,894.24",$19.99,"$2,914.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7726-1,2/20/2019,Ashok Kumar,"Riverstone Drive, Building A, near Pinecrest Park",Mumbai,Maharashtra,Consumer,Priya Reddy,Critical,Wheelchairs  ,Consumables,Small pack,Regular Air,3/29/2019,1.09,$1.68,0.59,33,$35.97,4%,$1.44,$34.53,$1.00,$35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7727-1,2/22/2019,Avinash Yadav,"Sunset Ridge Avenue, Building D, near Riverwood",Mumbai,Maharashtra,Small Business,Pooja Nair,Not Specified,Hospital beds  ,Medical equipment,Small pack,Regular Air,2/27/2019,54.29,$90.48,36.19,8,$434.32,7%,$30.40,$403.92,$19.99,$423.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728-1,2/23/2019,Bharat Deshmukh,"Maple Grove Parkway, Building F, near Cedar Valley",Kolkata,Kolkata,Corporate,Simran Bansal,Not Specified,Oxygen concentrators  ,Consumables,Medium pack,Regular Air,4/9/2019,5.33,$8.60,3.27,48,$255.84,0%,$0.00,$255.84,$6.19,$262.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729-1,2/24/2019,Bharti Mehta,"Shady Oaks Avenue, Building C, by Green Meadows",Delhi,Delhi,Corporate,Aarav Patel,Medium,Defibrillators  ,Pharmaceuticals,Large Pack,Regular Air,3/31/2019,0.87,$1.81,0.94,41,$35.67,3%,$1.07,$34.60,$0.75,$35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7730-1,2/25/2019,Chandresh Kumar,"Redwood Boulevard, Building E, near Sunset Road",Mumbai,Maharashtra,Corporate,Vikram Sharma,Medium,Electrocardiogram (ECG) machines  ,Consumables,Jumbo Pack,Regular Air,4/3/2019,4.89,$7.64,2.75,18,$88.02,10%,$8.80,$79.22,$1.39,$80.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7731-1,2/25/2019,Charulata Sharma,"Cedar Springs Road, Building B, opposite Willow Park",Kolkata,Kolkata,Corporate,Arjun Desai,Medium,Patient monitors  ,Pharmaceuticals,Large Pack,Regular Air,3/8/2019,54.29,$90.48,36.19,3,$162.87,3%,$4.89,$157.98,$19.99,$177.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732-1,2/26/2019,Chhavi Yadav,"Pinecrest Avenue, Building F, near Golden Springs",Delhi,Delhi,Corporate,Priya Reddy,High,Infusion pumps  ,Pharmaceuticals,Small pack,Regular Air,4/11/2019,36.02,$58.10,22.08,50,"$1,801.00",5%,$90.05,"$1,710.95",$1.49,"$1,712.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733-1,3/7/2019,Deeksha Yadav,"Riverpark Road, Building D, near Crystal Waters",Mumbai,Maharashtra,Corporate,Anjali Mehta,Critical,Surgical lights  ,Pharmaceuticals,Medium pack,Regular Air,4/1/2019,0.71,$1.14,0.43,50,$35.50,6%,$2.13,$33.37,$0.70,$34.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734-1,3/11/2019,Deepa Mehta,"Willowbrook Crescent, Building A, by Pine View Park",Kolkata,Kolkata,Home Office,Rahul Verma,Critical,Ventilators  ,Medical equipment,Large Pack,Regular Air,4/6/2019,3.42,$8.34,4.92,16,$54.72,3%,$1.64,$53.08,$2.64,$55.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7735-1,3/13/2019,Dinesh Yadav,"Maplewood Parkway, Building C, near Riverstone",Delhi,Delhi,Corporate,Vikram Sharma,Low,Ultrasound machines  ,Consumables,Jumbo Pack,Regular Air,4/14/2019,0.71,$1.14,0.43,38,$26.98,2%,$0.54,$26.44,$0.70,$27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7736-1,3/15/2019,Divya Rathi,"Cedarwood Street, Building F, next to Oakgrove",Kolkata,Kolkata,Corporate,Simran Bansal,Medium,X-ray machines  ,Medical equipment,Small pack,Regular Air,5/14/2019,4.59,$7.28,2.69,22,$100.98,1%,$1.01,$99.97,$11.15,$111.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7737-1,3/16/2019,Ekta Sharma,"Pine Ridge Road, Building D, by Willow Creek",Kolkata,Kolkata,Small Business,Aarav Patel,Low,MRI machines  ,Consumables,Medium pack,Regular Air,5/10/2019,1.3,$2.88,1.58,48,$62.40,7%,$4.37,$58.03,$1.01,$59.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7738-1,3/21/2019,Firoz Shaikh,"Redwood Park Avenue, Building E, near Silver Oaks",Delhi,Delhi,Small Business,Aarav Patel,Low,CT scanners  ,Pharmaceuticals,Small pack,Regular Air,4/21/2019,5.5,$12.22,6.72,5,$27.50,4%,$1.10,$26.40,$2.85,$29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739-1,3/23/2019,Gaurav Yadav,"Willow Falls Street, Building B, opposite Cedar Grove",Mumbai,Maharashtra,Small Business,Karan Iyer,High,Blood glucose meters  ,Consumables,Medium pack,Regular Air,4/29/2019,1.82,$2.98,1.16,22,$40.04,4%,$1.60,$38.44,$1.58,$40.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740-1,3/26/2019,Gaurika Sharma,"Sunset Park Boulevard, Building C, near Riverbend",Mumbai,Maharashtra,Consumer,Aditi Kapoor,Not Specified,Nebulizers  ,Pharmaceuticals,Large Pack,Regular Air,5/4/2019,81.59,$159.99,78.4,30,"$2,447.70",1%,$24.48,"$2,423.22",$5.50,"$2,428.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7741-1,3/27/2019,Geeta Kumar,"Cedar Grove Street, Building F, by Pinewood Meadows",Kolkata,Kolkata,Home Office,Arjun Desai,Low,Pulse oximeters  ,Medical equipment,Jumbo Pack,Regular Air,5/24/2019,5.33,$8.60,3.27,37,$197.21,4%,$7.89,$189.32,$6.19,$195.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742-1,3/27/2019,Gokul Yadav,"Pinehill Parkway, Building A, near Maple Ridge",Delhi,Delhi,Small Business,Aarav Patel,Medium,Suction machines  ,Consumables,Large Pack,Regular Air,4/5/2019,3.52,$5.68,2.16,24,$84.48,6%,$5.07,$79.41,$1.39,$80.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7743-1,3/30/2019,Harshit Mehta,"Willow Springs Avenue, Building C, next to Crystal Bay",Mumbai,Maharashtra,Corporate,Karan Iyer,Not Specified,Fetal dopplers  ,Pharmaceuticals,Small pack,Regular Air,5/17/2019,0.94,$2.08,1.14,4,$3.76,2%,$0.08,$3.68,$2.56,$6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744-1,4/19/2019,Hemant Sharma,"Riverbank Boulevard, Building D, by Shady Grove",Mumbai,Maharashtra,Corporate,Vikram Sharma,Not Specified,Autoclaves  ,Consumables,Medium pack,Regular Air,6/1/2019,5.33,$8.60,3.27,36,$191.88,6%,$11.51,$180.37,$6.19,$186.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7745-1,4/20/2019,Isha Yadav,"Pine Oaks Parkway, Building F, near Riverwood",Kolkata,Kolkata,Small Business,Vikram Sharma,Not Specified,Dental chairs  ,Pharmaceuticals,Large Pack,Regular Air,5/29/2019,2.52,$4.00,1.48,31,$78.12,1%,$0.78,$77.34,$1.30,$78.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7746-1,4/26/2019,Ishita Gupta,"Cedarwood Crescent, Building C, by Willowfield",Delhi,Delhi,Corporate,Neha Gupta,Critical,Scalpel blades  ,Medical equipment,Jumbo Pack,Regular Air,6/12/2019,8.82,$20.99,12.17,19,$167.58,1%,$1.68,$165.90,$4.81,$170.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747-1,4/27/2019,Jai Sharma,"Shady Ridge Road, Building D, near Silver Oak",Mumbai,Maharashtra,Home Office,Priya Reddy,High,Forceps  ,Consumables,Small pack,Express Air,5/30/2019,7.61,$12.28,4.67,29,$220.69,0%,$0.00,$220.69,$6.35,$227.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7748-1,4/28/2019,Jasmin Yadav,"Redwood Springs Lane, Building E, opposite Oak Park",Kolkata,Kolkata,Corporate,Vikram Sharma,Medium,Scissors  ,Pharmaceuticals,Medium pack,Regular Air,5/23/2019,1.59,$2.61,1.02,9,$14.31,6%,$0.86,$13.45,$0.50,$13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749-1,4/28/2019,Kavita Mehta,"Sunset Oak Avenue, Building A, near Pinecrest Hill",Delhi,Delhi,Corporate,Sneha Kumar,Medium,Retractors  ,Pharmaceuticals,Large Pack,Regular Air,6/19/2019,6.39,$19.98,13.59,7,$44.73,1%,$0.45,$44.28,$4.00,$48.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750-1,4/30/2019,Keshav Yadav,"Willow Park Lane, Building C, near Crystal Glen",Mumbai,Maharashtra,Corporate,Anjali Mehta,Medium,Needle holders  ,Medical equipment,Jumbo Pack,Express Air,5/17/2019,32.02,$152.48,120.46,16,$512.32,10%,$51.23,$461.09,$4.00,$465.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7751-1,4/30/2019,Kiran Sharma,"Pinehurst Road, Building F, by Sunset Park",Kolkata,Kolkata,Small Business,Neha Gupta,Not Specified,Sutures  ,Pharmaceuticals,Jumbo Pack,Regular Air,5/25/2019,7.61,$12.28,4.67,27,$205.47,3%,$6.16,$199.31,$6.35,$205.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752-1,4/30/2019,Kirti Yadav,"River Hills Boulevard, Building A, near Green Oak",Delhi,Delhi,Consumer,Pooja Nair,Not Specified,Bone saws  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/11/2019,10.07,$15.98,5.91,39,$392.73,9%,$35.35,$357.38,$4.00,$361.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7753-1,5/1/2019,Komal Kumar,"Maple Crest Lane, Building D, near Pine Grove Park",Mumbai,Maharashtra,Corporate,Anjali Mehta,Not Specified,Hemostats  ,Medical equipment,Medium pack,Regular Air,5/12/2019,4.79,$11.97,7.18,7,$33.53,5%,$1.68,$31.85,$5.81,$37.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7754-1,5/2/2019,Kunal Mehta,"Shady Springs Road, Building C, opposite Riverbend",Kolkata,Kolkata,Home Office,Anjali Mehta,Not Specified,Surgical staplers  ,Consumables,Small pack,Regular Air,6/4/2019,8.71,$14.28,5.57,42,$365.82,10%,$36.58,$329.24,$2.99,$332.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7755-1,5/2/2019,Lakshman Kumar,"Cedar View Avenue, Building F, by Willowcrest",Delhi,Delhi,Small Business,Aditi Kapoor,Critical,Electrocautery pens  ,Medical equipment,Medium pack,Regular Air,6/13/2019,54.29,$90.48,36.19,15,$814.35,5%,$40.72,$773.63,$19.99,$793.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756-1,5/3/2019,Lalit Sharma,"Pinewood Lane, Building A, near Crystal River",Mumbai,Maharashtra,Small Business,Sneha Kumar,Critical,IV bags  ,Consumables,Jumbo Pack,Regular Air,5/11/2019,3.52,$5.68,2.16,20,$70.40,7%,$4.93,$65.47,$1.39,$66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
